entrezid,0,1,2,3,4,5,6,7
144110,147.0,129.0,61.0,48.0,73.0,73.0,120.0,115.0
121053,82.0,55.0,51.0,19.0,53.0,58.0,49.0,47.0
90488,2679.0,1910.0,2725.0,1341.0,2498.0,3110.0,2127.0,1577.0
121551,33.0,62.0,17.0,8.0,11.0,43.0,17.0,8.0
89910,1726.0,1376.0,1958.0,1060.0,1823.0,2521.0,1314.0,1664.0
288,13.0,4.0,22.0,27.0,31.0,33.0,10.0,10.0
253430,328.0,389.0,238.0,240.0,367.0,683.0,211.0,356.0
144715,26.0,18.0,37.0,13.0,43.0,25.0,35.0,15.0
196463,4816.0,4096.0,5873.0,3164.0,6013.0,8020.0,4799.0,5271.0
9231,1672.0,1593.0,1712.0,1203.0,1809.0,3075.0,1635.0,2075.0
114134,336.0,471.0,354.0,260.0,435.0,627.0,395.0,488.0
283464,664.0,534.0,670.0,590.0,985.0,1028.0,482.0,609.0
5756,2896.0,2339.0,3493.0,1726.0,4172.0,4653.0,2604.0,2530.0
22982,1155.0,796.0,1279.0,568.0,1127.0,1339.0,1276.0,1249.0
1977,727.0,661.0,992.0,467.0,1066.0,1124.0,727.0,630.0
9223,266.0,248.0,287.0,203.0,293.0,695.0,217.0,477.0
93081,131.0,150.0,111.0,104.0,137.0,181.0,97.0,161.0
1456,827.0,677.0,866.0,574.0,1015.0,1123.0,812.0,878.0
153443,133.0,150.0,145.0,89.0,193.0,228.0,140.0,138.0
9472,73.0,90.0,91.0,105.0,86.0,387.0,104.0,126.0
64067,5.0,28.0,1.0,1.0,3.0,0.0,8.0,3.0
283635,517.0,588.0,786.0,627.0,812.0,1067.0,614.0,849.0
51562,400.0,231.0,419.0,185.0,490.0,404.0,375.0,256.0
145282,314.0,290.0,385.0,174.0,378.0,434.0,360.0,300.0
2132,2740.0,2173.0,3016.0,1845.0,2561.0,2657.0,2580.0,2734.0
129787,392.0,375.0,566.0,321.0,687.0,748.0,375.0,266.0
65987,25.0,17.0,52.0,27.0,38.0,67.0,24.0,23.0
7069,0.0,4.0,5.0,4.0,0.0,0.0,6.0,1.0
4718,1463.0,1527.0,1851.0,1142.0,1688.0,2375.0,1320.0,1367.0
10873,496.0,324.0,627.0,314.0,430.0,390.0,328.0,236.0
81792,660.0,544.0,1667.0,757.0,919.0,1522.0,722.0,654.0
80224,272.0,201.0,279.0,188.0,257.0,393.0,191.0,191.0
140609,2291.0,2147.0,3688.0,2026.0,3158.0,4274.0,2036.0,2747.0
2241,781.0,679.0,1035.0,435.0,1096.0,1460.0,822.0,1031.0
63894,517.0,427.0,605.0,344.0,548.0,539.0,434.0,441.0
57182,985.0,794.0,1121.0,559.0,1360.0,1424.0,843.0,861.0
26019,1132.0,941.0,1396.0,824.0,1442.0,1451.0,1081.0,1162.0
8872,1058.0,956.0,1132.0,750.0,1122.0,1439.0,796.0,903.0
132320,183.0,204.0,184.0,114.0,225.0,211.0,149.0,125.0
83643,34.0,47.0,30.0,25.0,33.0,84.0,252.0,329.0
132321,84.0,66.0,135.0,51.0,134.0,80.0,96.0,74.0
55691,436.0,313.0,460.0,215.0,743.0,795.0,407.0,308.0
5800,59.0,24.0,98.0,72.0,81.0,62.0,87.0,76.0
2059,1448.0,1666.0,1347.0,1189.0,2172.0,3630.0,1223.0,1843.0
27034,438.0,366.0,401.0,333.0,480.0,557.0,394.0,389.0
29087,427.0,323.0,588.0,316.0,564.0,462.0,409.0,350.0
112936,1526.0,1065.0,1442.0,706.0,1567.0,1401.0,1275.0,1115.0
23310,353.0,257.0,347.0,331.0,376.0,434.0,311.0,291.0
143187,525.0,558.0,633.0,383.0,756.0,997.0,455.0,734.0
5860,451.0,435.0,516.0,308.0,450.0,522.0,346.0,299.0
57700,1306.0,1165.0,1310.0,873.0,1419.0,1823.0,1294.0,1578.0
121601,47.0,32.0,23.0,28.0,51.0,87.0,63.0,46.0
374618,106.0,53.0,140.0,71.0,148.0,111.0,97.0,45.0
79691,210.0,184.0,202.0,127.0,253.0,308.0,222.0,261.0
166785,219.0,197.0,268.0,170.0,276.0,310.0,176.0,199.0
152485,634.0,373.0,835.0,278.0,897.0,703.0,532.0,550.0
1909,222.0,108.0,121.0,36.0,269.0,333.0,212.0,59.0
4306,79.0,27.0,112.0,46.0,103.0,63.0,166.0,44.0
1646,2341.0,2140.0,2408.0,1579.0,1922.0,1029.0,1781.0,1376.0
10570,368.0,246.0,33.0,15.0,37.0,69.0,196.0,113.0
27287,8.0,5.0,5.0,12.0,8.0,7.0,3.0,5.0
101,23.0,21.0,29.0,8.0,26.0,31.0,37.0,12.0
3698,3.0,3.0,4.0,2.0,3.0,4.0,6.0,5.0
22944,252.0,177.0,252.0,159.0,231.0,288.0,180.0,245.0
5281,352.0,312.0,409.0,273.0,427.0,626.0,362.0,357.0
150709,68.0,62.0,94.0,21.0,97.0,99.0,65.0,70.0
3628,379.0,242.0,458.0,177.0,439.0,510.0,346.0,286.0
54842,468.0,774.0,793.0,844.0,762.0,2288.0,649.0,1287.0
9781,13.0,11.0,8.0,5.0,17.0,6.0,17.0,50.0
8853,1012.0,707.0,1214.0,612.0,1464.0,1946.0,1274.0,1411.0
6868,1129.0,1254.0,1226.0,1287.0,1436.0,1978.0,1212.0,1924.0
2313,31.0,28.0,54.0,25.0,28.0,52.0,54.0,53.0
3758,3.0,3.0,3.0,1.0,1.0,1.0,6.0,0.0
120224,1.0,1.0,3.0,2.0,3.0,9.0,2.0,6.0
80014,917.0,937.0,1107.0,525.0,1323.0,2174.0,997.0,1049.0
79682,32.0,42.0,23.0,33.0,38.0,44.0,25.0,43.0
2180,622.0,1628.0,787.0,1569.0,956.0,2816.0,781.0,2497.0
291,282.0,342.0,395.0,415.0,188.0,396.0,301.0,509.0
196394,75.0,30.0,94.0,44.0,88.0,73.0,77.0,46.0
636,312.0,222.0,345.0,168.0,387.0,487.0,340.0,241.0
60485,1335.0,1249.0,1283.0,789.0,2008.0,1729.0,1228.0,1139.0
160857,138.0,93.0,155.0,78.0,312.0,320.0,189.0,261.0
387923,154.0,142.0,143.0,91.0,151.0,167.0,105.0,113.0
51594,1637.0,1197.0,1818.0,1130.0,1810.0,1980.0,1518.0,1255.0
79750,76.0,60.0,475.0,55.0,120.0,201.0,172.0,77.0
6999,17.0,17.0,23.0,10.0,25.0,7.0,11.0,3.0
60558,452.0,411.0,475.0,309.0,601.0,784.0,471.0,521.0
341880,0.0,0.0,6.0,3.0,6.0,8.0,13.0,5.0
2555,1.0,3.0,4.0,1.0,2.0,0.0,0.0,0.0
26278,3388.0,1893.0,3652.0,1330.0,5055.0,3788.0,5190.0,2898.0
55835,160.0,133.0,157.0,143.0,127.0,195.0,127.0,204.0
26272,139.0,124.0,165.0,110.0,137.0,190.0,141.0,147.0
64417,222.0,167.0,238.0,131.0,242.0,170.0,209.0,150.0
56477,87.0,64.0,142.0,46.0,126.0,158.0,90.0,85.0
79668,408.0,266.0,358.0,155.0,530.0,612.0,277.0,278.0
2674,2400.0,1344.0,3912.0,1306.0,500.0,396.0,1397.0,1481.0
143384,710.0,888.0,1028.0,1168.0,1130.0,2000.0,842.0,1279.0
667,20044.0,15154.0,17780.0,9807.0,21023.0,14205.0,15291.0,15413.0
221336,350.0,237.0,409.0,165.0,438.0,323.0,383.0,221.0
7073,1230.0,1152.0,1336.0,889.0,1510.0,1439.0,1167.0,1042.0
9531,1075.0,1349.0,1138.0,899.0,1296.0,1963.0,907.0,1199.0
29970,42.0,26.0,63.0,13.0,93.0,81.0,53.0,17.0
84539,1.0,2.0,3.0,1.0,3.0,0.0,1.0,1.0
23704,257.0,235.0,373.0,229.0,479.0,638.0,213.0,290.0
130340,19.0,19.0,48.0,27.0,40.0,45.0,29.0,28.0
9910,613.0,512.0,719.0,484.0,682.0,879.0,556.0,631.0
91409,99.0,101.0,155.0,81.0,164.0,161.0,161.0,153.0
148534,39.0,26.0,82.0,50.0,111.0,121.0,62.0,46.0
80097,970.0,1006.0,901.0,472.0,748.0,1284.0,757.0,890.0
130074,3555.0,2957.0,3613.0,2187.0,3831.0,4868.0,3254.0,3045.0
5784,2798.0,2313.0,3746.0,1385.0,3557.0,6418.0,2665.0,3216.0
4249,3876.0,2688.0,4966.0,1897.0,3549.0,6904.0,2310.0,2240.0
81615,1.0,1.0,1.0,0.0,4.0,0.0,3.0,1.0
253635,324.0,242.0,408.0,221.0,420.0,345.0,251.0,317.0
26353,767.0,583.0,926.0,436.0,823.0,555.0,626.0,686.0
79833,148.0,108.0,167.0,89.0,172.0,171.0,167.0,144.0
130733,59.0,57.0,153.0,91.0,105.0,151.0,91.0,112.0
79596,317.0,295.0,353.0,223.0,372.0,482.0,294.0,289.0
57105,2.0,2.0,17.0,0.0,2.0,12.0,2.0,2.0
115761,2.0,0.0,7.0,1.0,2.0,2.0,5.0,6.0
26040,1612.0,974.0,1904.0,985.0,1449.0,1800.0,1321.0,1300.0
120534,587.0,441.0,654.0,361.0,648.0,722.0,510.0,572.0
57724,2348.0,2552.0,4058.0,2847.0,2912.0,5631.0,2861.0,3810.0
9050,119.0,107.0,227.0,130.0,214.0,238.0,117.0,153.0
498,5392.0,5054.0,5767.0,3695.0,6348.0,7359.0,4561.0,4541.0
115106,312.0,295.0,335.0,187.0,301.0,306.0,235.0,243.0
147339,426.0,362.0,407.0,265.0,416.0,669.0,357.0,426.0
57405,10.0,14.0,8.0,12.0,9.0,0.0,0.0,8.0
5163,988.0,421.0,1131.0,267.0,864.0,1500.0,722.0,374.0
5140,570.0,623.0,471.0,146.0,598.0,489.0,406.0,241.0
83439,530.0,406.0,513.0,273.0,542.0,518.0,484.0,388.0
10618,7597.0,6311.0,10009.0,6113.0,8361.0,11564.0,8044.0,9115.0
284948,5.0,7.0,12.0,13.0,5.0,14.0,14.0,15.0
127933,2519.0,3275.0,2810.0,2608.0,2731.0,4876.0,1922.0,3578.0
83734,98.0,82.0,133.0,81.0,175.0,195.0,74.0,118.0
134359,126.0,95.0,105.0,48.0,86.0,79.0,90.0,81.0
6695,3057.0,4865.0,4686.0,5425.0,9634.0,17211.0,4286.0,7798.0
167555,47.0,39.0,38.0,15.0,44.0,69.0,33.0,20.0
117143,125.0,111.0,127.0,74.0,129.0,140.0,99.0,128.0
2977,86.0,49.0,235.0,59.0,34.0,17.0,87.0,29.0
143884,247.0,206.0,310.0,172.0,338.0,325.0,230.0,271.0
133746,1009.0,861.0,1094.0,807.0,1027.0,1024.0,920.0,962.0
9456,89.0,128.0,137.0,45.0,262.0,254.0,85.0,95.0
7518,99.0,86.0,126.0,78.0,148.0,179.0,92.0,130.0
66037,0.0,0.0,1.0,3.0,4.0,2.0,0.0,1.0
284306,75.0,51.0,109.0,48.0,93.0,65.0,78.0,61.0
374928,174.0,114.0,295.0,90.0,220.0,262.0,199.0,187.0
284309,348.0,215.0,468.0,203.0,480.0,448.0,375.0,263.0
10172,71.0,62.0,80.0,34.0,74.0,87.0,65.0,63.0
79723,142.0,109.0,119.0,83.0,153.0,135.0,125.0,112.0
64421,276.0,266.0,303.0,155.0,273.0,301.0,257.0,281.0
55301,5.0,15.0,0.0,10.0,2.0,26.0,1.0,16.0
10557,142.0,163.0,167.0,89.0,208.0,211.0,127.0,122.0
9397,636.0,595.0,928.0,516.0,853.0,1111.0,609.0,651.0
284312,2.0,1.0,4.0,0.0,2.0,3.0,2.0,2.0
116412,42.0,27.0,48.0,15.0,34.0,45.0,37.0,22.0
219333,696.0,721.0,812.0,869.0,745.0,1139.0,688.0,1102.0
152137,2999.0,2733.0,3682.0,1699.0,3875.0,4945.0,2145.0,2432.0
814,91.0,36.0,123.0,15.0,99.0,83.0,171.0,68.0
55521,0.0,4.0,0.0,11.0,6.0,8.0,0.0,7.0
678,6862.0,9761.0,6138.0,6524.0,7019.0,12624.0,7153.0,10284.0
255967,675.0,547.0,760.0,430.0,717.0,889.0,624.0,627.0
130271,416.0,630.0,1133.0,817.0,602.0,975.0,1063.0,1576.0
5213,1614.0,1201.0,1840.0,928.0,1588.0,1573.0,1385.0,1163.0
114908,3716.0,3831.0,5524.0,3312.0,6056.0,8232.0,4237.0,5526.0
2893,0.0,0.0,2.0,2.0,9.0,1.0,2.0,2.0
285313,11106.0,3899.0,10955.0,4503.0,4444.0,2477.0,10261.0,5071.0
79925,81.0,91.0,266.0,88.0,158.0,289.0,143.0,171.0
8404,57.0,1907.0,133.0,1134.0,115.0,1897.0,78.0,2012.0
4154,4098.0,5953.0,5442.0,5000.0,4655.0,9153.0,5561.0,10309.0
133686,330.0,258.0,316.0,161.0,441.0,363.0,376.0,272.0
23171,197.0,252.0,242.0,236.0,149.0,301.0,227.0,336.0
2697,2351.0,1497.0,3343.0,1957.0,3166.0,3640.0,2560.0,2170.0
10309,0.0,1.0,0.0,0.0,0.0,5.0,1.0,4.0
55676,717.0,604.0,901.0,534.0,777.0,989.0,658.0,709.0
53918,517.0,455.0,543.0,249.0,691.0,801.0,434.0,464.0
25780,17.0,22.0,23.0,13.0,23.0,40.0,44.0,27.0
51128,868.0,762.0,1259.0,789.0,1418.0,1910.0,792.0,956.0
347732,1.0,2.0,3.0,4.0,4.0,4.0,2.0,1.0
160897,294.0,308.0,267.0,170.0,355.0,518.0,231.0,218.0
79819,118.0,106.0,164.0,57.0,103.0,112.0,108.0,79.0
10160,2414.0,2106.0,3462.0,1775.0,3485.0,5389.0,1981.0,2306.0
24138,537.0,482.0,598.0,468.0,538.0,659.0,432.0,480.0
387700,9.0,34.0,31.0,98.0,12.0,87.0,6.0,140.0
53354,111.0,72.0,106.0,44.0,146.0,164.0,110.0,69.0
56978,624.0,573.0,1021.0,464.0,1672.0,1884.0,658.0,654.0
651,5.0,6.0,9.0,13.0,12.0,15.0,17.0,12.0
9987,3106.0,2927.0,3601.0,2093.0,3075.0,4096.0,2952.0,3105.0
3087,263.0,148.0,391.0,191.0,276.0,559.0,273.0,247.0
7402,3367.0,2927.0,4584.0,2798.0,3511.0,7183.0,4359.0,5761.0
2911,1.0,6.0,1.0,3.0,5.0,7.0,3.0,6.0
5796,1319.0,1016.0,1520.0,754.0,1891.0,1640.0,1434.0,1311.0
9453,551.0,479.0,651.0,407.0,551.0,699.0,481.0,511.0
51351,410.0,264.0,608.0,215.0,653.0,454.0,506.0,400.0
160492,0.0,3.0,5.0,1.0,6.0,3.0,2.0,2.0
153562,20.0,7.0,23.0,9.0,9.0,27.0,12.0,17.0
5884,336.0,288.0,418.0,217.0,6.0,23.0,323.0,221.0
9412,425.0,394.0,525.0,250.0,468.0,605.0,378.0,405.0
5352,2324.0,1346.0,2890.0,922.0,3944.0,5553.0,1875.0,1416.0
55351,31.0,41.0,111.0,34.0,106.0,225.0,24.0,26.0
140767,109.0,90.0,3.0,3.0,7.0,4.0,0.0,0.0
166647,818.0,452.0,664.0,257.0,1259.0,739.0,804.0,480.0
1360,2.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0
285672,422.0,478.0,617.0,359.0,647.0,935.0,357.0,508.0
55203,8.0,0.0,46.0,5.0,0.0,1.0,0.0,1.0
10283,456.0,397.0,524.0,316.0,671.0,675.0,397.0,372.0
3140,1435.0,977.0,2104.0,1037.0,1707.0,1675.0,1548.0,1640.0
6728,306.0,340.0,444.0,368.0,593.0,703.0,284.0,263.0
64946,71.0,47.0,64.0,40.0,46.0,41.0,66.0,32.0
9425,471.0,401.0,565.0,219.0,839.0,608.0,549.0,527.0
23589,1762.0,1820.0,2108.0,1234.0,1881.0,2294.0,1544.0,1953.0
146279,0.0,1.0,4.0,2.0,1.0,0.0,1.0,4.0
55024,58.0,36.0,43.0,36.0,48.0,63.0,24.0,53.0
51061,564.0,838.0,753.0,636.0,616.0,1192.0,567.0,785.0
1601,10875.0,9691.0,13111.0,8699.0,15519.0,17250.0,10949.0,12809.0
130013,12.0,5.0,10.0,9.0,13.0,14.0,5.0,10.0
55289,9.0,8.0,15.0,12.0,24.0,15.0,18.0,18.0
10018,671.0,379.0,637.0,350.0,567.0,298.0,569.0,600.0
64682,934.0,733.0,978.0,701.0,741.0,1452.0,1194.0,1264.0
831,6656.0,7225.0,8880.0,6226.0,10158.0,14228.0,6485.0,9759.0
60592,902.0,869.0,942.0,783.0,826.0,1319.0,828.0,899.0
1047,263.0,178.0,84.0,45.0,239.0,130.0,239.0,141.0
1070,223.0,202.0,327.0,149.0,321.0,298.0,259.0,209.0
8467,3611.0,2898.0,2628.0,1901.0,3259.0,3473.0,2735.0,2612.0
221711,3.0,11.0,8.0,2.0,6.0,4.0,5.0,3.0
654,36.0,35.0,82.0,167.0,102.0,152.0,166.0,348.0
653489,0.0,3.0,10.0,2.0,7.0,3.0,11.0,7.0
283349,1192.0,1203.0,1315.0,1058.0,1168.0,2211.0,923.0,1254.0
3192,6633.0,6599.0,7514.0,4613.0,8858.0,11510.0,5911.0,5886.0
5903,3101.0,2873.0,3695.0,2475.0,3943.0,4957.0,3030.0,3381.0
25909,1191.0,2071.0,1055.0,2153.0,1467.0,2362.0,937.0,3103.0
10461,173.0,59.0,111.0,26.0,54.0,20.0,143.0,70.0
84910,955.0,739.0,1210.0,1124.0,912.0,2217.0,807.0,1294.0
5801,4.0,2.0,5.0,1.0,3.0,0.0,2.0,2.0
4929,70.0,54.0,58.0,37.0,63.0,66.0,39.0,75.0
130940,28.0,21.0,63.0,32.0,41.0,70.0,46.0,46.0
22925,942.0,864.0,1471.0,1102.0,1136.0,1371.0,1259.0,1407.0
5937,3771.0,4066.0,3874.0,2663.0,4735.0,6368.0,2857.0,3962.0
6328,181.0,29.0,780.0,568.0,65.0,70.0,639.0,565.0
10225,2.0,8.0,10.0,15.0,10.0,8.0,1.0,1.0
9481,387.0,484.0,538.0,364.0,355.0,450.0,608.0,763.0
266977,13.0,5.0,19.0,4.0,18.0,16.0,9.0,5.0
79981,1.0,1.0,4.0,1.0,5.0,1.0,0.0,4.0
51571,238.0,196.0,247.0,140.0,249.0,352.0,193.0,198.0
50807,3157.0,3690.0,4700.0,2445.0,4695.0,6477.0,2924.0,3723.0
22878,1230.0,1200.0,1347.0,972.0,1384.0,1535.0,887.0,1217.0
125476,132.0,98.0,151.0,48.0,156.0,110.0,131.0,103.0
79888,503.0,389.0,298.0,155.0,409.0,749.0,369.0,420.0
153478,1.0,1.0,8.0,1.0,9.0,12.0,4.0,4.0
57407,202.0,156.0,242.0,127.0,166.0,247.0,161.0,175.0
124402,301.0,444.0,291.0,254.0,284.0,556.0,243.0,384.0
146556,30.0,5.0,9.0,8.0,31.0,21.0,7.0,5.0
26175,48.0,37.0,50.0,35.0,45.0,49.0,36.0,43.0
3621,219.0,210.0,238.0,138.0,227.0,267.0,176.0,224.0
121793,15.0,16.0,22.0,17.0,25.0,34.0,13.0,8.0
113622,58.0,24.0,43.0,11.0,69.0,65.0,78.0,50.0
112616,128.0,117.0,157.0,79.0,217.0,291.0,113.0,150.0
25827,207.0,208.0,345.0,171.0,297.0,336.0,217.0,210.0
7342,1288.0,1254.0,1483.0,950.0,1530.0,2136.0,1049.0,1298.0
64795,476.0,453.0,457.0,370.0,539.0,512.0,492.0,590.0
22934,162.0,156.0,155.0,131.0,175.0,252.0,168.0,187.0
5789,486.0,335.0,661.0,271.0,343.0,378.0,1062.0,926.0
286343,758.0,845.0,1051.0,446.0,824.0,444.0,890.0,807.0
154043,581.0,204.0,887.0,322.0,589.0,362.0,540.0,399.0
2960,210.0,176.0,222.0,151.0,288.0,339.0,168.0,268.0
10428,905.0,783.0,1087.0,662.0,1214.0,1350.0,903.0,932.0
55625,4162.0,3497.0,4626.0,3329.0,4832.0,5559.0,3873.0,4857.0
339145,0.0,3.0,2.0,5.0,16.0,9.0,3.0,1.0
136895,97.0,101.0,122.0,91.0,85.0,132.0,106.0,113.0
221895,878.0,791.0,1196.0,683.0,1084.0,1026.0,1212.0,1093.0
80790,662.0,430.0,462.0,218.0,409.0,481.0,503.0,405.0
3773,2.0,4.0,5.0,2.0,3.0,3.0,5.0,3.0
55022,1000.0,1692.0,1224.0,910.0,1344.0,1982.0,1165.0,2084.0
9320,4703.0,4123.0,6090.0,3526.0,6301.0,9262.0,4644.0,4949.0
130888,111.0,94.0,130.0,66.0,124.0,107.0,90.0,107.0
1054,458.0,285.0,650.0,215.0,419.0,391.0,458.0,286.0
79047,357.0,247.0,126.0,24.0,60.0,89.0,116.0,69.0
148103,134.0,104.0,131.0,75.0,130.0,110.0,142.0,105.0
255231,69.0,113.0,71.0,52.0,108.0,149.0,21.0,32.0
163175,20.0,12.0,47.0,13.0,54.0,43.0,34.0,30.0
23576,1247.0,1753.0,2606.0,4005.0,2057.0,8008.0,1629.0,3916.0
140890,1578.0,1309.0,1865.0,1013.0,2182.0,2265.0,1812.0,1643.0
1105,703.0,461.0,728.0,375.0,854.0,1075.0,508.0,560.0
162282,8.0,6.0,10.0,1.0,3.0,19.0,5.0,3.0
8526,139.0,125.0,95.0,102.0,169.0,234.0,108.0,154.0
9653,1414.0,1564.0,1540.0,2119.0,1456.0,3207.0,1570.0,3520.0
124540,674.0,700.0,647.0,353.0,898.0,1042.0,760.0,580.0
781,1481.0,1246.0,1716.0,800.0,2024.0,1527.0,1134.0,1215.0
221302,130.0,113.0,114.0,120.0,136.0,196.0,138.0,104.0
9955,129.0,161.0,137.0,64.0,197.0,326.0,96.0,183.0
284161,19.0,17.0,18.0,6.0,29.0,22.0,15.0,23.0
116150,1137.0,1145.0,1131.0,843.0,1162.0,2090.0,835.0,1017.0
223117,607.0,229.0,1532.0,499.0,1050.0,1159.0,532.0,481.0
5529,1136.0,987.0,1093.0,781.0,1189.0,1566.0,944.0,1058.0
10750,2.0,4.0,1.0,3.0,0.0,0.0,3.0,2.0
125206,2.0,0.0,3.0,2.0,1.0,4.0,0.0,0.0
26289,470.0,511.0,602.0,674.0,909.0,992.0,471.0,1356.0
26256,79.0,91.0,156.0,94.0,200.0,232.0,88.0,87.0
55364,948.0,588.0,952.0,515.0,942.0,1011.0,837.0,740.0
147463,406.0,238.0,308.0,193.0,942.0,830.0,343.0,312.0
135154,107.0,80.0,142.0,76.0,135.0,144.0,92.0,88.0
83539,2.0,0.0,3.0,3.0,5.0,4.0,2.0,3.0
7070,7502.0,5163.0,15948.0,7360.0,21606.0,23975.0,9664.0,8144.0
123872,6.0,9.0,13.0,3.0,12.0,8.0,12.0,6.0
404550,103.0,40.0,120.0,31.0,91.0,67.0,94.0,49.0
219899,625.0,584.0,628.0,420.0,730.0,1018.0,597.0,681.0
57338,1.0,2.0,1.0,2.0,1.0,4.0,1.0,0.0
56172,719.0,492.0,891.0,440.0,876.0,1260.0,704.0,547.0
90268,422.0,424.0,393.0,175.0,437.0,739.0,372.0,449.0
84959,355.0,434.0,291.0,258.0,348.0,1132.0,203.0,514.0
54538,12.0,6.0,12.0,6.0,6.0,4.0,8.0,2.0
64221,186.0,105.0,252.0,105.0,237.0,188.0,255.0,188.0
84897,1039.0,1037.0,1442.0,787.0,1297.0,1674.0,1126.0,1391.0
4900,6.0,3.0,10.0,8.0,65.0,47.0,16.0,9.0
54463,21.0,15.0,27.0,4.0,34.0,39.0,14.0,27.0
1010,1.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0
9868,1425.0,1209.0,1723.0,974.0,1822.0,2217.0,1385.0,1351.0
25890,8438.0,7217.0,7584.0,3787.0,6105.0,7799.0,6261.0,8588.0
284,1414.0,1848.0,2585.0,1773.0,4277.0,8336.0,1631.0,2609.0
26207,100.0,217.0,179.0,161.0,201.0,441.0,98.0,219.0
200014,653.0,972.0,904.0,499.0,843.0,954.0,642.0,852.0
5578,3020.0,2892.0,4144.0,2357.0,4567.0,7225.0,2923.0,3543.0
79705,1769.0,1678.0,1607.0,860.0,1539.0,1976.0,1423.0,1568.0
201134,178.0,238.0,346.0,232.0,247.0,354.0,261.0,425.0
10350,1147.0,1815.0,2577.0,1855.0,1906.0,1672.0,2337.0,2518.0
23460,1438.0,2895.0,1849.0,2425.0,1856.0,3102.0,1636.0,3641.0
10349,228.0,112.0,311.0,68.0,207.0,65.0,205.0,75.0
23461,339.0,335.0,613.0,416.0,403.0,454.0,523.0,394.0
5169,6.0,5.0,3.0,8.0,3.0,7.0,5.0,5.0
55286,4.0,3.0,6.0,5.0,5.0,4.0,2.0,5.0
7345,5967.0,4906.0,6119.0,3249.0,6300.0,6521.0,2580.0,2334.0
375056,2386.0,2031.0,2779.0,1613.0,3271.0,3051.0,2092.0,2043.0
84976,358.0,253.0,744.0,361.0,552.0,319.0,437.0,459.0
23043,1076.0,245.0,1188.0,350.0,1083.0,755.0,1139.0,599.0
83648,60.0,95.0,81.0,71.0,70.0,223.0,50.0,100.0
252969,190.0,178.0,224.0,141.0,228.0,236.0,217.0,174.0
5239,2227.0,1646.0,3529.0,1725.0,2356.0,2635.0,3212.0,2962.0
84033,464.0,251.0,242.0,71.0,652.0,498.0,230.0,153.0
91694,315.0,240.0,265.0,143.0,428.0,230.0,301.0,237.0
81559,350.0,401.0,354.0,205.0,361.0,408.0,337.0,320.0
55740,4044.0,4881.0,5068.0,2928.0,6846.0,10335.0,4212.0,4308.0
126731,140.0,87.0,204.0,85.0,190.0,166.0,145.0,130.0
136991,3.0,2.0,4.0,0.0,4.0,3.0,5.0,0.0
57630,473.0,492.0,795.0,322.0,517.0,954.0,604.0,620.0
115362,19.0,12.0,21.0,3.0,21.0,13.0,25.0,9.0
9184,1404.0,1232.0,1706.0,874.0,1671.0,2010.0,1162.0,1516.0
2849,2.0,1.0,6.0,0.0,0.0,0.0,2.0,2.0
129881,19.0,39.0,25.0,17.0,21.0,79.0,9.0,23.0
118856,0.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0
118611,0.0,2.0,4.0,0.0,1.0,5.0,5.0,0.0
388650,1708.0,1793.0,2177.0,1194.0,2029.0,2493.0,1579.0,1205.0
518,1465.0,1378.0,1580.0,1030.0,1514.0,2000.0,1168.0,1137.0
728577,73.0,128.0,142.0,152.0,11.0,26.0,195.0,361.0
728239,648.0,408.0,505.0,176.0,570.0,690.0,440.0,325.0
135295,9.0,15.0,5.0,5.0,4.0,8.0,21.0,7.0
27295,264.0,228.0,186.0,86.0,62.0,83.0,226.0,261.0
8470,4.0,13.0,9.0,1.0,87.0,231.0,18.0,41.0
6921,646.0,727.0,747.0,542.0,806.0,1086.0,565.0,670.0
23643,145.0,67.0,196.0,107.0,168.0,99.0,132.0,95.0
9087,2.0,2.0,5.0,4.0,5.0,5.0,0.0,1.0
1525,30.0,4.0,5.0,17.0,17.0,25.0,11.0,3.0
10950,509.0,461.0,532.0,350.0,602.0,630.0,404.0,461.0
54149,280.0,169.0,274.0,134.0,318.0,379.0,246.0,214.0
140578,3.0,1.0,3.0,3.0,4.0,6.0,0.0,1.0
4685,1543.0,732.0,2554.0,721.0,1534.0,1066.0,1961.0,1048.0
91133,16.0,5.0,3.0,10.0,4.0,7.0,6.0,2.0
5137,668.0,606.0,1073.0,413.0,1525.0,1753.0,696.0,700.0
27342,1083.0,1332.0,1413.0,1012.0,1264.0,1824.0,969.0,1475.0
54148,193.0,176.0,232.0,160.0,241.0,298.0,170.0,164.0
58494,204.0,210.0,853.0,622.0,762.0,1296.0,527.0,685.0
522,934.0,907.0,1060.0,673.0,960.0,1177.0,743.0,840.0
2551,865.0,618.0,1006.0,521.0,1147.0,1263.0,808.0,752.0
9510,6515.0,34606.0,13863.0,32981.0,12088.0,65524.0,13361.0,58310.0
11096,589.0,5029.0,2975.0,5744.0,1928.0,5078.0,798.0,6962.0
80746,120.0,186.0,190.0,160.0,171.0,234.0,124.0,164.0
146857,54.0,44.0,40.0,31.0,39.0,65.0,22.0,30.0
7508,2450.0,1423.0,2676.0,1003.0,2555.0,2118.0,1910.0,1303.0
51244,339.0,274.0,564.0,305.0,576.0,543.0,388.0,407.0
